Id,Title,Description,VideoUrl,DesiredStartDate,Compensation,AddressId,CreatedAt,UpdatedAt,RequiredLanguage,Language
A92019D9-41D1-4B99-B411-E87289A620FD,unity csharp game programmer,"is een onafhankelijke game studio gevestigd in  onze games zijn te ervaren op verschillende exposities beurzen musea verschillende evenementen en via steam met het eerste bedoelen we dan serious games die wel erg leuk zijn vaak zijn onze uitgangspunten het creëren van game ervaringen die zich niet beperken tot een scherm maar ook tastbaar zijn waarbij onze games een eigen karakter hebben en ervaren worden in een omgeving die dit karakter versterkt alsmede moeten onze games een aparte ervaring met zich meebrengen die een gebruiker niet zomaar in de huiskamer consumeert het ervaren doe je met meerdere mensen om je heen op een daarvoor ingerichte plaats en gelegenheidkijk eens op de website van voor een aantal van de games die we al op de wereld hebben losgelaten: als je als programmeur bij ons stage wil lopen dan is het vereist dat je uitgebreide kennis hebt van unity3d csharp goed in een team samen kan werken en inzicht hebt in gameplay handig is ook als je in zoverre inzicht hebt in een game engine zoals unity dat je ook de aanwezige functionaliteitn binnen de engine goed weet te gebruiken naast het zelf schrijven van systemen eigenschappen die wij erg waarderen: probleemoplossend denken (en er naar handelen) communicatief zelfstandig maar samenwerkend en bereid kwaliteit te leverenwat precies de opdracht in gaat houden hangt mede af van lopende projecten vaak proberen wij wel een opdracht op maat te makenwij zorgen elke dag voor een goedgevulde lunch waar jij mag zeggen wat je graag op je brood wilt ""allyoucaneat""stuur ons een mail met: een motivatie waarom je graag bij ons stage zou willen lopen een overzicht van je werk (portfolio) en een cv mail het naar:",,2018-01-29 00:00:00.000,0.0,876FB64A-9780-4E9B-B1D5-9EC68596A042,2017-11-20 15:55:09.190,2022-10-04 14:45:48.073,3,Dutch
26B03819-CC6D-4A09-99AD-FB1EA583BA05,game asset artist,"is een onafhankelijke game studio gevestigd in  onze games zijn te ervaren op verschillende exposities beurzen musea verschillende evenementen en via steam met het eerste bedoelen we dan serious games die wel erg leuk zijn vaak zijn onze uitgangspunten het creëren van game ervaringen die zich niet beperken tot een scherm maar ook tastbaar zijn waarbij onze games een eigen karakter hebben en ervaren worden in een omgeving die dit karakter versterkt alsmede moeten onze games een aparte ervaring met zich meebrengen die een gebruiker niet zomaar in de huiskamer consumeert het ervaren doe je met meerdere mensen om je heen op een daarvoor ingerichte plaats en gelegenheid kijk eens op de website van voor een aantal van de games die we al op de wereld hebben losgelaten: als je als gameartist bij ons stage wil lopen dan is het vereist dat je uitgebreide kennis hebt van 3dsmax adobe pakket goed in een team samen kan werken en inzicht hebt in gameplay handig is ook als je in zoverre inzicht hebt in een game engine zoals unity en ook kan werken in substance painter eigenschappen die wij erg waarderen: probleemoplossend denken (en er naar handelen) communicatief zelfstandig maar samenwerkend en bereid kwaliteit te leveren wat precies de opdracht in gaat houden hangt mede af van lopende projecten vaak proberen wij wel een opdracht op maat te maken wij zorgen elke dag voor een goedgevulde lunch waar jij mag zeggen wat je graag op je brood wilt ""allyoucaneat"" stuur ons een mail met: een motivatie waarom je graag bij ons stage zou willen lopen een overzicht van je werk (portfolio) en een cv mail het naar:",,2018-01-29 00:00:00.000,0.0,876FB64A-9780-4E9B-B1D5-9EC68596A042,2017-11-20 16:31:43.330,2022-10-04 14:45:48.073,3,Dutch
ADA310A3-2EDF-47EF-99C6-1B53C36F6418,webdesign en webdevelopment in f06a9496d0c51da6baff114c2befe1fa,er liggen mooie opdrachten op je te wachten werk mee op de afdeling webdesign: ontwerp een website en bouw hem vervolgens zelf alleen expertise om een website te bouwen en niet in het ontwerp gedeelte ook dan ben je welkom wij bouwen websites en webshops in opensource content management systemen je leert veel over het werken met die systemen krijgt ervaring op zeer veel gebieden (html(5) php css(3) javascript jquery seo responsive design joomla magento etc) en je gaat ook meelopen in het complete proces van het eerste klantgesprek tot en met de oplevering in overleg stellen we 1 hoofdopdracht op en daarnaast werk je mee aan diverse projecten die dan lopen per jaar leveren wij tientallen websites op dus er is altijd voldoende werk openstaande stageopdrachten onderstaand enkele concrete opdrachten die sowieso aangepakt kunnen worden: header image managerbinnen joomla willen we een component ontwikkelen die het voor de eindgebruiker super simpel maakt om per pagina een topfoto te kiezen voor de eindgebruiker moet het zeer gebruiksvriendelijk zijn dus over de configuratiemogelijkheden moet goed nagedacht worden webshop voor verkoop van joomla extensions bouwt zelf eigen joomla extensions om aan specifieke wensen van klanten te kunnen voldoen maar die extensions kunnen voor meer gebruikers interessant zijn het is daarvoor wenselijk om een website te ontwikkelen waarin de gebouwde extensies kverkocht kunnen worden webhosting optimaliseren voor joomlade eigen webservers van zijn goed ingericht voor joomla maar het kan altijd beter met onderzoek en diverse tests kan de hosting van joomla websites verder worden geoptimaliseerd maar daarnaast zijn er nog veel meer kansen om je zelf door te ontwikkelen kom op gesprek en we definiëren een passende opdracht voor je,,2018-02-01 00:00:00.000,250.0,1F963A94-1790-440E-BE0D-0C6A73E39833,2017-11-21 14:56:51.787,2023-02-08 15:10:17.030,2,Dutch
F5963995-670F-471F-A70D-52137FDDEA08,fullstack webontwikkelaar (2ba701f7be339257f15b767f84b09dfbnl),"het project is de hrm software van de toekomst op het gebied van mto ze stelt vragen om erachter te komen hoe tevreden werknemers binnen organisaties zijn vraagt via slack en andere communicatie platformen voor bedrijven korte simpele vragen door de week heen de data die zij verzamelt leidt tot proactieve triggers als merkt dat het niet goed gaat zal zij actie ondernemen ontmoet : http:  bitly 2afop7v het bedrijf het bedrijf is gevormd door 5 studenten tijdens de minor cvo het meerendeel studeert komend semester af in de eigen organisatie is mede aandeelhouder en neemt oa technische begeleiding van deze technische stage op zich er is alle ruimte om mee te denken in de bedrijfsvoering terwijl je tijdens je eigen (afstudeer)stage technisch bezig bent de opdracht de kracht van ligt in het feit dat het geen eigen cms is waar medewerkers moeten inloggen maar dat wij communiceren in bestaande kanalen die er al zijn voor sommige bedrijven is dit slack voor sommige wellicht whatsapp of andere chatnetwerken hiermee moet koppelen we bouwen vervolgens ons eigen backend (voorstel: nodejs) om de data te verwerken en op te slaan vanuit dit backend triggeren we medewerkers met een vraag of vervolg vraag het zal aspecten hebben van een chatbot op dit moment is er een prototype gebouwd als proofofconcept de techniek hier achter willen we in deze stage naar een eerste productie versie brengen met een goede systeemarchitectuur we willen de ontvangen data aggregeren en op een ""wall of transparency"" terugkoppelen naar de medewerkers gewoon een raspberrypi met daaraan gekoppeld enkele schermen die staan op een centrale plek bij de klant lijkt het je wat om ook hier op een mooie manier data visueel te maken dan is deze opdracht helemaal van jou",,2018-01-07 00:00:00.000,250.0,3B26B4D1-EE56-4662-B01A-37B7803B7EEC,2017-11-27 15:35:28.210,2024-06-09 16:21:10.160,2,Dutch
540C15FE-A950-4477-92B0-6DCAD12F4CCE,webdevelopment bij jong & dynamisch bedrijf,webdevelopment bij jong dynamisch bedrijf is bij uitstek een bedrijf dat jong talent een kans wil geven een kans op ontwikkeling en ontplooiing in een innovatieve omgeving veel van de (vaste) medewerkers zijn als stagiaire begonnen en van daaruit doorgegroeid wij ontwikkelen websites webshops en webapplicaties voor regionale en nationale opdrachtgevers zoals recreatieparken mkb en overheden is opgericht in en heeft inmiddels een vast en breed klantenbestand opgebouwd voor de afdeling “leisure” zijn wij op zoek naar een developer die een stageopdracht gaat doen uiteraard werk je daarnaast ook mee aan de overige lopende projecten je kunt te maken krijgen met html css php mysql mssql javascript jquery magento joomla en van diverse php frameworks (laravel zend codeigniter) git is een pré omdat we vaak met meerdere mensen aan een project werken is werken in teamverband erg belangrijk je doet ervaring op met het maken van leesbare code tools voor versiebeheer structureel werken en documenteren van gemaakte functionaliteiten de onderstaande opdrachten zijn een optie uiteraard staan wij open om deze waar nodig aan je eisen en wensen aan te passen graag gaan wij met je in overleg applicatie voor landelijke fietsverhuurdereenbelangrijke klant van ons is een landelijke fietsverhuurder welke fietsen levert aan een groot aantal campings verspreidt over en ë voor deze klant hebben wij een logistiek systeem ontwikkeld wat ondersteuning biedt bij het het afleveren en ophalen van fietsen inzicht biedt in de voorraad commissies het doen van reparaties het plannen van routes etc etc dit systeem is relatief oud en hierdoor niet optimaal op de toekomst voorbereidt daarom willen wij dit systeem graag opnieuw coderen zodat de kwaliteit gewaarborgd blijft en er in de toekomst makkelijk(er) uitbreidingen mogelijk zijn applicatie voor interne urenregistratie werkt op basis van uren en daarom is een gedegen urenadministratie van wezenlijk belang insteek is dat uren (middels een tool) makkelijk en snel op de juiste projecten geschreven kunnen worden en dat deze daarna in exact online verwerkt kunnen worden om dit te bereiken moet er een nieuw urenregistratiesysteem ontwikkeld worden waarbij medewerkers makkelijk en snel uren kunnen indienen middels een api dienen de uren via de te ontwikkelen tool in exact online te worden geschoten energie rapportage en monitoring systeem een grote klant van  die veel energie verbruikt wil graag een uitgebreid systeem met betrekking tot rapportages en monitoring van de verbruikte electro het gas en water doel hiervan is inzicht verschaffen en tijdig kunnen bijsturen waar nodig dit systeem kan bijdragen aan een aanzienlijke kostenbesparing bij deze klant,,2018-02-01 00:00:00.000,350.0,1F963A94-1790-440E-BE0D-0C6A73E39833,2017-11-30 17:15:08.683,2023-02-08 15:10:17.030,2,Dutch
F0D1555B-40E9-4007-9912-064E3E4E0DD5,(afstudeer)stage mapping component,wil je jezelf ontwikkelen en de top bereiken is op zoek naar software studenten die in zijn voor een interessante afstudeeropdracht werken bij dit jonge en groeiende bedrijf biedt jou de kans veel te leren in een interessante omgeving wij hebben een passie voor techniek zijn ware ‘masters of technology’ en hebben een extreme focus op kwaliteit van software we zijn alleen tevreden als onze klanten dat ook zijn ons portfolio bestaat uit klanten als:    en nog veel meer is gespecialiseerd in web en mobiele applicaties en integratie projecten en is zelfs marktleider op gebied van ruby on rails naast ruby on rails zijn we ook expert op java gebied en maken wij veelvuldig gebruik van diverse frontend technieken voorbeelden hiervan zijn emberjs backbonejs en react ook de relatief nieuwe programmeertaal elixir is bij verscheidene projecten reeds met succes toegepast heeft veel aandacht voor mensen persoonlijke ontwikkeling en teamgevoel om de ‘beste werkgever’ status vast te houden zijn we continu aan het verbeteren met dovetail kunnen applicaties intern binnen organisaties worden gekoppeld en tegelijkertijd ook extern aan systemen in de buitenwereld dovetail verstuurt of ontvangt berichten via webservices (api soap rest) email database of bestandsuitwisseling door realtime of batchgewijze informatieuitwisseling kunnen voorheen geïsoleerde applicaties beschikken over de juiste gegevens dovetailflows worden opgebouwd door op eipgebaseerde (enterprise integration patterns) componenten met elkaar te verbinden en in te stellen dovetail is een op apache camel apache karaf java ruby on rails en backbone marionette gebaseerde toepassing waarin ondermeer gebruik gemaakt wordt van voor logging en statistieken waar klassieke esbsystemen (enterprise service bus) kostbaar zijn in aanschaf en onderhoud en bovendien complex en lastig te gebruiken zijn brengt dovetail een geheel vernieuwend product tegen lagere kosten op de markt met de flow designer de grafische user interface van dovetail is het voor functionarissen als business analisten en functioneel beheerders met domeinkennis mogelijk om zelfstandig flows (bedrijfsprocessen) te ontwerpen en te installeren meer informatie over ons product onze diensten en ons bedrijf is beschikbaar op onze website  doel en resultaat de huidige functionaliteit biedt de mogelijkheid xsltmappings te importeren en te compileren xsltmappings worden handmatig opgesteld of met altova mapforce gegenereerd om gebruikers in staat te stellen om minder complexe xsltmappings direct in de applicatie te ontwerpen en te gebruiken is behoefte aan een mappingcomponent dit component moet naast het kunnen koppelen van twee xmlbestanden ook voorzien in xml en xsdherkenning drag and drop en in het gebruik van simple functions als concat substitute ed het doel van deze stageopdracht is creëren van een mappingcomponent dat hieraan voldoet het op te leveren resultaat wordt na de stage geïntegreerd in de applicatie werkzaamheden hieronder volgt een opsomming van de werkzaamheden en technologieën waarmee je in aanraking zult komen: verdiepen in technologieën java ruby on rails en backbone marionette verdiepen in functionele en technische werking dovetail esb opstellen functionele en technische requirements sparren met developers en product owner over de te realiseren oplossing agile scrum github en tooling tdd automatisch testen van software (test driven) bijhouden logboek voor oa werkzaamheden leerervaringen en nieuwe inzichten presenteren van je ontwerp en je ervaringen en nieuwe inzichten aan je begeleider en interne collega’s werkomgeving je opdracht voer je uit in het development team wij zorgen voor een goede begeleiding tijdens je stage door een vaste mentor aan te stellen en geven je ruimte om het bedrijf beter te leren kennen wij bieden een passende stage en reisvergoeding en stellen voor deze periode een macbook met tooling beschikbaar heb je nog vragen mocht je inhoudelijke vragen hebben over deze functie neem dan telefonisch contact op met vivian say via of stuur een email naar,,2018-01-31 00:00:00.000,350.0,8C0AD8AC-C70B-408D-9A01-676FD7798581,2017-12-01 12:13:16.403,2023-10-06 11:15:15.640,2,Dutch
6ED7183A-1F04-42F4-8EDF-93094528EF46,meewerkstage animatiestudio,ben jij die gedreven student met een passie voor bewegend beeld droom jij in keyframes dan hebben wij begin een geweldige stageplek voor jou bij ons ga jij meewerken in een jonge animatiestudio als animator ben jij verantwoordelijk voor alles wat beweegt in onze animatievideo’s je leert je kennis van after effects en of cinema4d uitbreiden en toepassen je krijgt essentiële ervaring in een professionele studio mocht het echt heel goed gaan en goed klikken dan heb je zelfs grote kans om te blijven hoe vet is dat we zijn vooral geïnteresseerd in leergierigheid en de drive om boven middelmatigheid uit te stijgen strakke deadlines zijn onderdeel van het werk maar je krijgt er een chille creatieve sfeer en gloeiend hete koffie voor terug in ruil voor jouw artistieke skills ga je aan de slag met onze geweldige groep gemotiveerde creatieven en heb je toegang tot een scala aan geweldige projecten en events are you ready stuur ons je portfolio check even de vereisten van deze meewerkstage en begeleid je portfolio met een korte motivatiebrief vereisten: zeer goede basis after effects goede basis in photoshop en illustrator kennis van cinema4d is een pré aantal uren in overleg reageer via,,2018-01-22 00:00:00.000,225.0,D9E1DFB2-827D-43AE-818D-AC2AB5BA0F59,2017-12-04 15:07:10.820,2024-05-30 09:53:44.820,2,Dutch
000E5E0D-147E-495E-AA02-5F84B0CB7B28,intern frontend developer,functie hou jij van strakke apps en websites maken dan willen wij graag met jou praten wij zijn  een innovatief tech bedrijf opgericht door siem (sim) en dominique (do) al sinds de middelbare school zijn wij bezig met coderen en op dit moment hebben wel al wat leuke projecten op onze naam staan zoals voor de kids top 20 2 kleine kleutertjes fileflow en ga zo maar door daarnaast werken we ook graag eigen projecten zoals de app line ‘em up en nu zoeken we een stagiair om ons team te versterken je gaat onderdeel uitmaken van ons team als frontender met behulp van de ontwerpen en de toegereikte toegang tot de backend zet jij gemakkelijk een app of website in elkaar de functie omvat het toepassen van ontwerpen programmeren testen en het implementeren van web services af en toe kan er natuurlijk iets fout gaan maar dankzij de tests die wij draaien word jij zo weer op weg geholpen ondanks dat je vooral bezig zult zijn met de technische kant van het project vragen wij je ook om eens kritisch te kijken naar de gebruiksvriendelijkheid van je project activiteiten  het ontwikkelen van nieuwe apps en websites  het onderhouden en door ontwikkelen van bestaande apps en websites  schakel vormen tussen vormgeving en techniek vereisten als frontender beschik je over de volgende competenties en kwalificaties:  aantoonbare ervaring op het gebied van ontwikkeling van apps of websites (projecten)  aantoonbare ervaring met html5 css3 en javascript  ervaring met git  kennis van react of react native is een pré daarnaast weet je hoe het is om voor een baas te werken (ook vakkenvuller bij de appie telt) beschik je over verantwoordelijkheidsgevoel en ben je klant en oplossingsgericht ingesteld je blijft op de hoogte van de laatste technieken en deinst niet terug om nieuwe programmeertalen te leren wij  bieden een leuke stagevergoeding  bieden een werkplek zonder ondoordringbare managementlagen (we zitten letterlijk naast je)  lunchen iedere dag gezellig met z’n allen tegelijk en die krijg je van ons net als de lungo’s club mate’s fruit ijs chips etc  maken als team ook vaker een lunch uitstapje naar de op ons prachtige   openen iedere vrijdag de koelkast rond 17:00 voor een teamborrel  hebben een huisdier: michel onze robotstofzuiger  hebben spraakgestuurde lampen  hebben een connected audiosysteem  willen meer connected dingen op kantoor ik wil langskomen dat kan mail je cv met motivatie naar en wie weet ben jij binnenkort onze frontend intern,,2018-01-15 00:00:00.000,270.0,2B486253-4282-4EA8-91A8-C14DC95AEBCC,2017-12-05 18:54:56.760,2022-01-14 10:44:55.993,3,Dutch
9136B533-5E0A-4B8A-A424-BA3E7EE625E2,frontend developer,wij zijn op zoek naar een enthousiaste frontend ontwikkelaar die samen met ons deze producten verder wil uitbreiden en verbeteren voor onze huidige en toekomstige (internationale) klanten als frontend ontwikkelaar werk je vooral aan de technische realisatie van frontend applicaties die integreren met erp oplossingen je bent thuis in het ontwikkelen van responsive websites en hebt ervaring met webtalen zoals javascript html en css jquery als ontwikkelaar kom je in een energiek team van experts te werken die werkzaam zijn in ict gerelateerde projecten binnen het onderwijs wij zijn op zoek naar zowel startende developers alsmede developers met een rijke ervaring functie eisen we horen graag van je als jij aan de volgende profielschets voldoet: je bent een gezellig persoon en sociaal in de omgang :) je doet een hboopleiding technische informatica bedrijfskundige informatica of vergelijkbare richting als ontwikkelaar heb je het vermogen om snel te leren en nieuwe technieken op te pakken je bent klantgericht communicatief sterk en je hebt een open en proactieve houding je hebt een goede beheersing van de se en engelse taal in woord en geschrift aantal uren: in overleg stagevergoeding: marktconform overige informatie voor deze functie bieden wij jou een uitdagende en leuke baan met een sterk internationaal karakter in een informele en energieke werkomgeving in regio middenzuid,,2018-03-01 00:00:00.000,500.0,BF3EF7A3-99F7-4F37-A527-A6DF9EAD1CC3,2017-12-06 18:21:46.053,2024-06-06 08:51:22.137,3,Dutch
C038442C-5B05-40DB-8C2D-8016735FBAF6,creating a company app,het voorzien van uptodate informatie voor de medewerkers vraagt meer en meer om digitalisering op dit moment worden medewerkers geïnformeerd via een tweewekelijkse nieuwsbrief over activiteiten en achtergronden van het bedrijf via publicatieborden over bepaalde beslissingen of managementwijzigingen via een narrowcasting systeem over lokale activiteiten en via de email over actuele (vooral) ict aanpassingen binnen ons bedrijf werken op dit moment ruim 5000 mensen wereldwijd binnen ligt dit op ongeveer 1000 mensen het doel is om te groeien tot ruim 6500 wereldwijd een groot deel van deze mensen is veel op reis waardoor sommige nieuwsberichten te laat gelezen worden opdracht graag willen we een nieuwsapp laten ontwikkelen waarbij met de volgende onderdelen rekening gehouden dient te worden:  engelstalig  restricties  globaal nieuws (algemeen)  tekst en video’s  notificaties  nieuws per regio  zoek functie  autorisatie  uitrol mechanisme alleen voor personeel (ad link)  deactivering bij uitdiensttreding  apple en android os  functionaliteiten  gebruiksgemak (zoomen draaien etc)  statistiek feedback functionaliteit,,2018-02-01 00:00:00.000,385.0,FFEDC115-DAAB-436C-93A1-99EAFF6F92C2,2017-12-11 10:45:02.490,2022-04-14 11:38:52.673,1,Dutch
